房屋ID,州,电网相位,方案类型,PV容量(数值),PV容量单位,面板数量,逆变器原始功率(数值),逆变器最终功率(数值),逆变器单位,逆变器说明,容配比(数值),容配比单位,电池容量(数值),电池单位,补贴(数值),补贴单位,定价A含税价,定价A最终报价,定价A_kW单价,定价B含税价,定价B最终报价,定价B_kW单价,价格差异(A-B),使用坡面数
139,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
140,QLD,single,高端型,11.44,kW,26,6.355555555555555,7,kW,"原始推导 6.4kW，按规格向上取整，最终采用 7kW",163,%,17.2,kWh,9672,AUD,25279,15607,1364,22475,12803,1119,2804,4
140,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
140,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
141,QLD,single,高端型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,9.1,kWh,4836,AUD,12706,7870,1491,12606,7770,1472,99,4
141,QLD,single,平衡型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,6.6,kWh,3978,AUD,10301,6323,1197,10660,6682,1266,-359,4
141,QLD,single,经济型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,4.4,kWh,3276,AUD,8221,4945,936,8977,5701,1080,-756,4
142,QLD,single,高端型,3.08,kW,7,1.711111111111111,2,kW,"原始推导 1.7kW，按规格向上取整，最终采用 2kW",154,%,9.1,kWh,4056,AUD,11091,7035,2284,10956,6900,2240,135,2
142,QLD,single,平衡型,3.08,kW,7,1.711111111111111,2,kW,"原始推导 1.7kW，按规格向上取整，最终采用 2kW",154,%,6.6,kWh,3198,AUD,8686,5488,1782,9010,5812,1887,-324,2
142,QLD,single,经济型,3.08,kW,7,1.711111111111111,2,kW,"原始推导 1.7kW，按规格向上取整，最终采用 2kW",154,%,4.4,kWh,2496,AUD,6606,4110,1334,7327,4831,1568,-721,2
143,QLD,single,高端型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,14.5,kWh,8190,AUD,21414,13224,1366,19474,11284,1166,1939,6
143,QLD,single,平衡型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,9.7,kWh,6630,AUD,16808,10178,1051,15748,9118,942,1061,6
143,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
144,QLD,single,高端型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,10.6,kWh,5928,AUD,15462,9534,1354,14973,9045,1285,488,7
144,QLD,single,平衡型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,7.0,kWh,4758,AUD,12112,7354,1045,12263,7505,1066,-150,7
144,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,7
145,QLD,single,高端型,16.72,kW,38,9.288888888888888,10,kW,"原始推导 9.3kW，按规格向上取整，最终采用 10kW",167,%,25.1,kWh,14157,AUD,36875,22718,1359,31478,17321,1036,5398,6
145,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
145,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
146,QLD,single,高端型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,9.1,kWh,3276,AUD,9476,6200,7046,9306,6030,6853,170,2
146,QLD,single,平衡型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,6.6,kWh,2418,AUD,7071,4653,5288,7360,4942,5616,-289,2
146,QLD,single,经济型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,4.4,kWh,1716,AUD,4991,3275,3722,5677,3961,4501,-686,2
147,QLD,single,高端型,19.80,kW,45,11,10,kW,"原始推导 11kW，受单相上限 10kW 限制，最终采用 10kW",198,%,29.7,kWh,16770,AUD,43101,26331,1330,36729,19959,1008,6372,4
147,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
147,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
148,QLD,single,高端型,3.08,kW,7,1.711111111111111,2,kW,"原始推导 1.7kW，按规格向上取整，最终采用 2kW",154,%,9.1,kWh,4056,AUD,11091,7035,2284,10956,6900,2240,135,2
148,QLD,single,平衡型,3.08,kW,7,1.711111111111111,2,kW,"原始推导 1.7kW，按规格向上取整，最终采用 2kW",154,%,6.6,kWh,3198,AUD,8686,5488,1782,9010,5812,1887,-324,2
148,QLD,single,经济型,3.08,kW,7,1.711111111111111,2,kW,"原始推导 1.7kW，按规格向上取整，最终采用 2kW",154,%,4.4,kWh,2496,AUD,6606,4110,1334,7327,4831,1568,-721,2
149,QLD,single,高端型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,10.6,kWh,5928,AUD,15462,9534,1354,14973,9045,1285,488,6
149,QLD,single,平衡型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,7.0,kWh,4758,AUD,12112,7354,1045,12263,7505,1066,-150,6
149,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,6
150,QLD,single,高端型,20.00,kW,45,11.488888888888889,10,kW,"原始推导 11.5kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,7
150,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,7
150,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
151,QLD,single,高端型,9.24,kW,21,5.133333333333334,6,kW,"原始推导 5.1kW，按规格向上取整，最终采用 6kW",154,%,13.9,kWh,7839,AUD,20524,12685,1373,18724,10885,1178,1800,3
151,QLD,single,平衡型,9.24,kW,21,5.133333333333334,6,kW,"原始推导 5.1kW，按规格向上取整，最终采用 6kW",154,%,9.2,kWh,6318,AUD,16128,9810,1062,15167,8849,958,962,3
151,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
152,QLD,single,高端型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,11.2,kWh,6279,AUD,16659,10380,1388,15723,9444,1263,936,3
152,QLD,single,平衡型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,7.5,kWh,5070,AUD,13100,8030,1074,12844,7774,1039,257,3
152,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
153,QLD,single,高端型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
153,QLD,single,平衡型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
153,QLD,single,经济型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
154,QLD,single,高端型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
154,QLD,single,平衡型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
154,QLD,single,经济型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
155,QLD,single,高端型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,9.1,kWh,4680,AUD,12445,7765,1604,12276,7596,1570,168,2
155,QLD,single,平衡型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,6.6,kWh,3822,AUD,10039,6217,1285,10330,6508,1345,-291,2
155,QLD,single,经济型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,4.4,kWh,3120,AUD,7959,4839,1000,8647,5527,1142,-687,2
156,QLD,single,高端型,11.00,kW,25,6.111111111111111,7,kW,"原始推导 6.1kW，按规格向上取整，最终采用 7kW",157,%,16.5,kWh,9321,AUD,24390,15069,1370,21725,12404,1128,2665,4
156,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
156,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
157,QLD,single,高端型,8.80,kW,20,4.888888888888889,5,kW,"原始推导 4.9kW，按规格向上取整，最终采用 5kW",176,%,13.2,kWh,7449,AUD,19327,11878,1350,17974,10525,1196,1353,5
157,QLD,single,平衡型,8.80,kW,20,4.888888888888889,5,kW,"原始推导 4.9kW，按规格向上取整，最终采用 5kW",176,%,8.8,kWh,6006,AUD,15140,9134,1038,14586,8580,975,554,5
157,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
158,QLD,single,高端型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,12.5,kWh,7059,AUD,18438,11379,1361,17224,10165,1216,1214,6
158,QLD,single,平衡型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,8.4,kWh,5694,AUD,14460,8766,1049,14005,8311,994,455,6
158,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
159,QLD,single,高端型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,12.5,kWh,7059,AUD,18438,11379,1361,17224,10165,1216,1214,5
159,QLD,single,平衡型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,8.4,kWh,5694,AUD,14460,8766,1049,14005,8311,994,455,5
159,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
160,QLD,single,高端型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,11.9,kWh,6669,AUD,17548,10879,1374,16474,9805,1238,1075,5
160,QLD,single,平衡型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,7.9,kWh,5382,AUD,13780,8398,1060,13424,8042,1015,356,5
160,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
161,QLD,single,高端型,0.44,kW,1,0.24444444444444444,1,kW,"原始推导 0.2kW，按规格向上取整，最终采用 1kW",44,%,9.1,kWh,3120,AUD,9215,6095,13852,8976,5856,13310,239,1
161,QLD,single,平衡型,0.44,kW,1,0.24444444444444444,1,kW,"原始推导 0.2kW，按规格向上取整，最终采用 1kW",44,%,6.6,kWh,2262,AUD,6810,4548,10336,7030,4768,10836,-220,1
161,QLD,single,经济型,0.44,kW,1,0.24444444444444444,1,kW,"原始推导 0.2kW，按规格向上取整，最终采用 1kW",44,%,4.4,kWh,1560,AUD,4730,3170,7204,5347,3787,8606,-617,1
162,QLD,single,高端型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,11.2,kWh,6279,AUD,16659,10380,1388,15723,9444,1263,936,6
162,QLD,single,平衡型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,7.5,kWh,5070,AUD,13100,8030,1074,12844,7774,1039,257,6
162,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
163,QLD,single,高端型,20.00,kW,45,12.466666666666667,10,kW,"原始推导 12.5kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,4
163,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
163,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
164,QLD,single,高端型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,11.9,kWh,6669,AUD,17548,10879,1374,16474,9805,1238,1075,3
164,QLD,single,平衡型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,7.9,kWh,5382,AUD,13780,8398,1060,13424,8042,1015,356,3
164,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
165,QLD,single,高端型,20.00,kW,45,145.20000000000002,10,kW,"原始推导 145.2kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,27
165,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
165,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,1
166,QLD,single,高端型,10.56,kW,24,5.866666666666667,6,kW,"原始推导 5.9kW，按规格向上取整，最终采用 6kW",176,%,15.8,kWh,8931,AUD,23192,14261,1351,20975,12044,1141,2218,5
166,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,5
166,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
167,QLD,single,高端型,2.64,kW,6,1.4666666666666668,2,kW,"原始推导 1.5kW，按规格向上取整，最终采用 2kW",132,%,9.1,kWh,3900,AUD,10830,6930,2625,10626,6726,2548,203,2
167,QLD,single,平衡型,2.64,kW,6,1.4666666666666668,2,kW,"原始推导 1.5kW，按规格向上取整，最终采用 2kW",132,%,6.6,kWh,3042,AUD,8425,5383,2039,8680,5638,2136,-255,2
167,QLD,single,经济型,2.64,kW,6,1.4666666666666668,2,kW,"原始推导 1.5kW，按规格向上取整，最终采用 2kW",132,%,4.4,kWh,2340,AUD,6344,4004,1517,6997,4657,1764,-652,2
168,QLD,single,高端型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,10.6,kWh,5928,AUD,15462,9534,1354,14973,9045,1285,488,5
168,QLD,single,平衡型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,7.0,kWh,4758,AUD,12112,7354,1045,12263,7505,1066,-150,5
168,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
169,QLD,single,高端型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,9.1,kWh,3276,AUD,9476,6200,7046,9306,6030,6853,170,2
169,QLD,single,平衡型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,6.6,kWh,2418,AUD,7071,4653,5288,7360,4942,5616,-289,2
169,QLD,single,经济型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,4.4,kWh,1716,AUD,4991,3275,3722,5677,3961,4501,-686,2
170,QLD,single,高端型,14.08,kW,32,7.822222222222222,8,kW,"原始推导 7.8kW，按规格向上取整，最终采用 8kW",176,%,21.1,kWh,11895,AUD,30923,19028,1351,26976,15081,1071,3947,4
170,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
170,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
171,QLD,single,高端型,16.28,kW,37,9.044444444444444,10,kW,"原始推导 9.0kW，按规格向上取整，最终采用 10kW",163,%,24.4,kWh,13806,AUD,35986,22180,1362,30727,16921,1039,5259,4
171,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
171,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
172,QLD,single,高端型,20.00,kW,45,17.11111111111111,10,kW,"原始推导 17.1kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,6
172,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
172,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,1
173,QLD,single,高端型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,9.9,kWh,5538,AUD,14572,9034,1369,14223,8685,1316,349,5
173,QLD,single,平衡型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,6.6,kWh,4485,AUD,11432,6947,1053,11682,7197,1090,-250,5
173,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
174,QLD,single,高端型,20.00,kW,45,28.355555555555554,10,kW,"原始推导 28.4kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,7
174,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,1
174,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,1
175,QLD,single,高端型,12.32,kW,28,6.844444444444444,7,kW,"原始推导 6.8kW，按规格向上取整，最终采用 7kW",176,%,18.5,kWh,10413,AUD,27058,16645,1351,23976,13563,1101,3082,2
175,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,2
175,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
176,QLD,single,高端型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,19.8,kWh,11154,AUD,29145,17991,1363,25476,14322,1085,3668,3
176,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,3
176,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
